147;"<strong>Обязанности:</strong> <ul> <li>Участвует в обучении по вопросам организации и управления IT деятельностью , в рамках имеющихся ITпроектов;</li> <li>Работа с документами с грифом «Конфиденциально», «Для служебного пользования»</li> <li>Участие в в проведении работ по организации перехода ИС и её функциоальных частей в эксплуатацию (опытную, промышленную);</li> <li>Осуществляет контроль исполнения задач по курируемым бизнес процессам на протяжении всего жизненного цикла проекта;</li> <li>Проводит детальный анализ проблем, назначенных на него и предоставляет соответствующий комментарий в service desk Контакт центра;</li> <li>Участвует в сопровождении и технической поддержки ИС;</li> <li>Осуществляет передачу и контроль устранения проблем с детальным описанием разработчику посредством СУП;</li> <li>Консультируется и передаёт на исполнение аналитику Департамента, при выявлении ситуации\шибки\проблемы;</li> <li>Отслеживает изменение статусов обращений аналитиками;</li> <li>Анализирует внесение изменений в нормативно правовые акты, используемые в рамках проекта;</li> <li>Осуществляет пост-обработку выгруженных данных для приведения в соответствие с запрашиваемой формой.</li> </ul> <strong>Требования:</strong> <ul> <li>Навыки диагностики и определение источника ошибок и снижения быстродействия ИС;</li> <li>Умение чётко и грамотно излагать свои мысли;</li> <li>Навыки оформления документации и создания презентаций;</li> <li>Навыки ведения деловой переписки;</li> <li>Уровень работы на ПК – продвинутый пользователь;</li> <li>Знание основ реляционных баз данных;</li> <li>Умение налаживать контакт с заказчиками.</li> </ul> <strong>Условия:</strong> <ul> <li>Испытательный срок 3 месяца</li> <li>Рабочий день с 9:00 до 18:30, обеденный перерыв с 13:00 до 14:30</li> <li>Работа в дружном молодом коллективе.</li> <li>Стабильная заработная плата.</li> </ul>"
148;"<p><strong>В компанию РусБИТех требуется программист БД (PostgreSQL).</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>участие в проектировании структуры БД;</li> <li>разработка хранимых процедур, триггеров;</li> <li>оптимизация запросов;</li> <li>мониторинг нагрузки БД;</li> <li>документирование структуры БД;</li> <li>взаимодействие с аналитиками и программистами в процессе проектирования и реализации заданий.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>знание современных информационных технологий;</li> <li>опыт разработки клиент-серверных систем;</li> <li>владение теорией построения реляционных баз данных;</li> <li>знание языков SQL, PL/pgSQL, TSQL;</li> <li>опыт работы с PostgreSQL или MS SQL 2005, Oracle, MySQL5.0;</li> <li>опыт использования ERWin, PowerDesigner;</li> <li>приветствуется знание WEB-технологий (HTML, PHP, XML);</li> <li>опыт работы с Linux.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>полное соблюдение ТК РФ;</li> <li>молодой коллектив;</li> <li>2 минуты от метро &quot;Нагатинская&quot;;</li> <li>&quot;белая&quot; зарплата;</li> <li>перспективы профессионального роста и развития.</li> </ul>"
149;"<strong>Обязанности:</strong> <ul> <li>формирование технических заданий на выполнение ПИР;</li> <li>организация подготовки технико-коммерческих предложений для участия в тендерных процедурах;</li> <li>организация и контроль над разработкой проектной и рабочей документации, согласование проектных решений в инстанциях, сопровождение экспертиз;</li> <li>планирование работ и контроль над исполнением сроков выполнения;</li> <li>принятие решений по проектируемым объектам;</li> <li>согласование принятых решений в службах Заказчика;</li> <li>участие в переговорах при проведении тендеров.</li> </ul> <strong>Требования:</strong> <ul> <li>опыт проектирования автоматизированных информационно-измерительных систем коммерческого учета электроэнергии (АСКУЭ, АИИС КУЭ) и автоматизированных систем диспетчерского управления (АСДУ).</li> <li>организаторские способности, умение управлять коллективом.</li> </ul> <strong>Условия:</strong> <ul> <li>работа в одной из крупнейших компании России в области автоматизации;</li> <li>официальное трудоустройство;</li> <li>график работы 5/2.</li> </ul>"
150;"<p>Лига Цифровой Экономики − некоммерческая ассоциация, которая развивает и поддерживает сообщество ИТ-профессионалов, формирует среду, в которой ИТ-специалисты могут обучаться, развиваться и обмениваться опытом.</p> <p>Команда Философии.ИТ – участник некоммерческой ассоциации Лига Цифровой Экономики.</p> <p>Философия.ИТ реализует проекты в области системной интеграции для банков, телекоммуникационных и энергетических компаний, а также госструктур. Мы помогаем клиентам решать задачи ИТ-консалтинга, информационной безопасности, автоматизируем бизнес-процессы и внедряем системы управления предприятием.</p> <p>Сейчас мы в поиске <strong>Java разработчика.</strong></p> <p>В крупном российском ритейлере <strong>стартует масштабный проект</strong> по оптимизации ИТ ландшафта. В рамках данного проекта будет разработана система по управлению запасами и процессами резервирования, стратегия подбора товара и резервирования в рамках магазина, а также автоматизация процесса перемещения товара внутри магазина. Работа на проекте потребует анализ текущих бизнес-процессов заказчика, встраивание их в проектируемую систему, моделирование новых процессов для поддержания операционной деятельности магазина.</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Проектирование и разработка микросервисов для системы учета и управления остатками товаров, разработка связанных бизнес-сервисов (Java 8+, Axon Framework, Couchbase, Spring Boot, ZeeBee)</li> <li>Участие в планировании и управлении процессом разработки</li> <li>Участие в разработке инфраструктуры CI/CD</li> <li>Написание чистого, хорошо структурированного и поддерживаемого кода с автоматической проверкой покрытия и соответствия гайдлайнам разработки (Checkstyle)</li> <li>Написание соответствующей документации к основным компонентам системы</li> <li>Принятие технических решений и выработка рекомендаций об архитектуре системы</li> <li>Исследование, а также внедрение современных инструментов, фреймворков методологий и процессов в разработку продукта.</li> </ul> <p><strong>Наши ожидания от кандидата:</strong></p> <ul> <li>Опыт работы с JVM (Java 8+, Kotlin или Scala)</li> <li>Уверенное знание ООП и исновных шаблонов проектирования</li> <li>Понимание методик гибкой разработки ПО (Scram, Kanban)</li> <li>Понимание паттернов построения микросервисной архитектуры систем</li> <li>Опыт проектирования и разработки RESTful API</li> <li>Опыт работы с Docker, Spring MVS, Boot</li> <li>Опыт работы с реляционными БД.</li> <li>Будет плюсом:</li> <li>Знакомство с Docker контейнеров (Kubernetes), Comunda, ZeeBee, RabbitMQ/ActiveMQ/Kafka.</li> </ul> <p><strong>Что мы готовы предложить взамен:</strong></p> <ul> <li>Полный пакет гарантий и стабильностей от российского законодательства.</li> <li>Дополнительный пакет уже персонально от нашей компании: ДМС со стоматологией; фитнес 50% компенсации за любой, выбранный клуб; оплачиваемая мобильная связь и много ещё более мелких, но не менее приятных составляющих.</li> <li>Возможность расти и развиваться в команде профессионалов.</li> <li>Возможность обучаться у коллег-экспертов и выходить вовне за новыми знаниями. Но потом делиться этими знаниями со своими коллегами.</li> <li>Локацию в пешей доступности от ст. м. Бауманская.</li> </ul>"
151;"<p><strong>Обязанности:</strong></p> <ul> <li>Работа над автоматизацией проекта</li> <li>Контроль сборки шкафов управления</li> <li>Учет расходного материала</li> <li>Монтажные работы по подготовке подключения оборудования</li> </ul> <strong>Требования:</strong> <ul> <li>Образование: высшее техническое</li> <li>Умение работать с технической документацией, электрическими схемами.</li> </ul> <strong>Условия:</strong> <ul> <li>Размер вознаграждения определяется по результатам собеседования</li> <li>Карьерный рост в связи запуском нового производства</li> <li>Социальный пакет</li> <li>г. Капшагай</li> </ul>"
152;"<p>Компания Zaochnik была создана в 2000 году, поэтому является одним из первых отечественных масштабных проектов в сфере написания работ на заказ. За это время мы помогли десяткам тысяч наших клиентов сдать курсовые, дипломные, контрольные работы на отлично, получить высшее образование, защитить магистерские, докторские и кандидатские диссертации. Компания является официально зарегистрированным юридическим лицом и несет за качество своих услуг ответственность, предусмотренную законодательством РФ.</p> <p><strong>Обязанности:</strong></p> <p>- Качественное выполнение студенческих работ (контрольные, рефераты, лабораторные, курсовые, дипломные, магистерские) по таким дисциплинам как <strong>C#, C/C++, PHP, информационные технологии, информационная безопасность и т.д.</strong><br />- Выполнение доработок<br />- Соблюдение сроков и требований заказчика<br /><strong>Требования:</strong><br />- Законченное высшее образование<br />- Наличие учёной степени будет преимуществом<br />- Опыт преподавания по профилю<br />- Опыт выполнения студенческих работ будет преимуществом<br />- Опытный пользователь ПК<br />- Свободный доступ в интернет<br />- Следование стандартам компании<br />- Готовность работать в сжатые сроки<br />- Регулярная проверка личного кабинета автора</p> <p><strong>Условия:</strong><br />- Удаленная работа<br />- Свободный график<br />- Система поощрений и премирования<br />- Ежедневная поддержка по заказам и организационным моментам<br />- Возможность регулировать занятость<br />- Большой выбор заказов</p> <p><strong>Преимущества:</strong><br />- Полная анонимность<br />- Быстрая обратная связь<br />- Обучение пользованию личным кабинетом<br />- Обучение стандартам выполнения работ в компании<br />- Сотрудничество, как с физическими лицами, так и с ИП<br />- Коммуникация через менеджера<br />- Удобные способы оплаты.</p>"
153;"<strong>Обязанности:</strong> <p>* Участие в проектах модернизации и автоматизации;</p> <p>* Описание и анализ существующих бизнес-процессов с точки зрения их последующей оптимизации/автоматизации, поддержка актуальности описаний;</p> <p>* Поиск поставщиков необходимого оборудования и материалов, а так же взаимодействие с ними;</p> <p>* Постановка задач разработчикам;</p> <p>* Внедрение, сопровождение программных комплексов;</p> <p>* Выполнение задач от управляющего проектами автоматизации.</p> <p> </p> <strong>Требования:</strong> <p>* Образование: неполное высшее/ высшее (предпочтение отдается кандидатам с техническим образованием);</p> <p>* Аналитический склад ума;</p> <p>* Нацеленность на результат;</p> <p>* Многозадачность;</p> <p>* Готовность к обучению, желание развиваться, активность;</p> <p>* Внимательность и пунктуальность;</p> <p>* Высокий уровень коммуникативных навыков.</p> <p> </p> <strong>Условия:</strong> <p>* График: 5/2, с 9-30 до 17-30;</p> <p>* Испытательный срок 1 месяц;</p> <p>* Оформление по ТК РФ;</p> <p>* Заработная плата на испытательный срок - от 25 000 рублей;</p> <p>* Заработная плата после испытательного срока - от 30 000 рублей;</p> <p>* Быстрый карьерный рост;</p> <p>* Обучение в процессе работы;</p> <p>* Льготное питание;</p> <p>* Дружный коллектив;</p> <p>* В ряде случаев возможно бесплатное предоставление жилья;</p> <p>* Офис расположен в 10 мин. езды от ст.м. Ладожская.</p>"
154;"<p><strong>Обязанности:</strong></p> <ul> <li> <p>Проработка инициатив и участие в реализации ИТ-проектов по снабжению, формирование целевых требований по автоматизации, их согласование и сопровождение на всех этапах работы;</p> </li> <li> <p>Решение организационных, методологических, технических вопросов;</p> </li> <li> <p>Контроль и управление проектными командами исполнителя (результаты/сроки);</p> </li> <li> <p>Формирование отчетных и презентационных материалов по деятельности;</p> </li> <li> <p>Формирование и участие в реализации ЗНИ.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее образование (экономическое, техническое);</li> <li> <p>Опыт в сферах МТО и ИТ, участие в ИТ-проектах;;</p> </li> <li> <p>Знание процессов снабжения;</p> </li> <li> <p>Знание программ: SAP, 1С, Лексема</p> </li> <li> <p>Умение вести деловые переговоры,</p> </li> <li> <p>Знание и представление ИТ-систем, автоматизации;</p> </li> <li> <p>Профессиональный и ответственный подход к работе;</p> </li> <li> <p>Умение работать в команде;</p> </li> <li> <p>Неукоснительное соблюдение сроков выполнения работы.</p> </li> </ul> <strong>Условия:</strong> <ul> <li>5-ти дневная рабочая неделя, 8-часовой рабочий день:</li> <li>Место работы: г. Уфа, центральная часть города.</li> </ul>"
155;"<p><strong>Naumen</strong> – один из IT-лидеров в России*. С 2001 года мы разрабатываем и внедряем интеллектуальные системы и сервисы, которые приносят пользу бизнесу и государству в реальной жизни, а не «на бумаге».<br />Нашими ИТ-продуктами пользуются крупнейшие компании России, входящие в топ-500, из разных отраслей: энергетика, финансовый сектор, телекоммуникации, промышленность, ритейл и госструктуры.<br />Мы амбициозны и не останавливаемся на достигнутом: ежегодно оборот Naumen растет на 30%, количество сотрудников увеличивается на 17%, открываются новые офисы компании.<br /><em>* ТОП-10 крупнейших разработчиков ПО по числу инсталляций в РФ (по версии TAdviser), разработчик №1 в России в сегменте аутсорсинговых контакт-центров (по версии iKS-Consulting) и входим в ТОП-10 IT</em><em>-работодателей России (по версии </em><em>HeadHunter</em><em>).</em></p> <p>Мы – команда-разработчик роботизированных систем и систем, которые упрощают диалог между бизнесом и обычными людьми.</p> <p>Мы ищем в свою команду внедрения талантливого руководителя проектов (пусть даже начинающего), который смог бы в условиях динамично изменяющихся требований и бурного роста прогресса, угадывать желания наших клиентов и помогать нести в этот мир технологии будущего!</p> <p>Если ты получил неплохое образование и/или опыт технического или аналитического профиля, если ты в душе математик, но с чувством прекрасного и у тебя есть представление, что такое информационные системы и ты не пугаешься слов Linux и agile, а также готов рассказывать людям, почему будущее – это круто, то ты нужен нам!</p> <p>От тебя требуется погружение в тематику контактных центров, диалоговых систем, а также современных технологий распознавания речи, синтеза речи, методик машинного обучения.</p> <p>Мы ждём, что ты будешь заниматься не только административной стороной проекта, но ещё и станешь связующим звеном между бизнесом и техническими специалистами (аналитики, инженеры внедрения, программисты).</p> <p><strong>Обязанности:</strong></p> <ul> <li>управление проектами внедрения роботизированных систем (чат-боты, голосовые роботы);</li> <li>управление проектами по внедрению ПО для контактных центров;</li> <li>участие в развитии внедрённых систем у заказчиков.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>обязателен стабильный опыт участия в проектах внедрения или разработки ПО в качестве аналитика/ инженера/ руководителя проектов более года;</li> <li>обязателен опыт разработки технических заданий, спецификаций, постановок задач;</li> <li>высшее техническое образование, желательно в сфере IT;</li> <li>хороший технический бэкграунд, способность быстро осваивать новые предметные области, системность мышления;</li> <li>аналитический склад ума, способность находить общий язык с техническим персоналом и бизнес-заказчиками;</li> <li>организаторские способности;</li> <li>понимание принципов ведения проектов: waterfall, agile.</li> </ul> <p> </p> <p><em>Приветствуется:</em></p> <ul> <li>опыт работы с технологиями распознавания и синтеза речи;</li> <li>опыт работы с роботизированными сервисами;</li> <li>опыт внедрения ПО для контактных центров;</li> <li>хорошее чувство юмора)</li> </ul> <p> </p> <p><strong>В Naumen мы создали все условия для продуктивной и интересной работы:</strong></p> <ul> <li>индивидуально обсуждаем с каждым кандидатом зарплатные ожидания;</li> <li>лояльный график работы и минимум бюрократии;</li> <li>работа в команде профессионалов в атмосфере взаимопомощи и поддержки;</li> <li>реальная возможность влиять на развитие и качество продукта;</li> <li>возможность профессионального обучения за счет компании;</li> <li>мы поддерживаем развитие ИТ-сообщества и обмен опытом: участвуем во внешних и внутренних конференциях не только в качестве слушателя, но и в качестве спикера, обучаем школьников и студентов программированию, проводим собственные образовательные программы;</li> <li>практикуем индивидуальное планирование карьеры, Performance Review 2 раза в год (80% ключевых сотрудников компании выросли внутри Naumen);</li> <li>заботимся о здоровье наших сотрудников: <ul> <li>ДМС сразу после испытательного срока: посещение специалистов в лучших поликлиниках и стоматологиях города, вызов врача на дом, госпитализация, телемедицина;</li> <li>полис выезжающих за рубеж (покрытие весь мир);</li> <li>вакцинация от гриппа;</li> </ul> </li> <li>насыщенная корпоративная жизнь компании: яркие корпоративы, поздравления с календарными и профессиональными праздниками. Подарки в честь значимых событий в жизни сотрудников: рождение ребенка, свадьба, подарки детям на Новый год;</li> <li>поддерживаем любовь к спорту: возможна частичная компенсация занятий спортом, компенсация аренды футбольного зала в размере 50 %, проходят занятия по мини-футболу, есть спортивная зона с кикером;</li> <li>современный и комфортный офис в центре (м. Пролетарская/ м. Крестьянская застава в 5 минутах ходьбы). Уютные зоны отдыха и питания для сотрудников на каждом этаже, лаунж-зона на крыше с видом на город.</li> </ul>"
156;"<p><strong>СКБ Контур является крупнейшим в России разработчиком программного обеспечения с 1988 года. Мы разрабатываем решения, избавляющие бизнес от бумаг.</strong> Сегодня мы лидеры в своем сегменте, потому что делаем отличные продукты, которыми пользуются более двух миллионов клиентов сектора b2b.</p> <p>Центр проектного внедрения электронного документооборота компании СКБ Контур открывает конкурс на вакансию <strong>менеджера проектов по внедрению</strong> в Москву!</p> <p> </p> <p>Мы предлагаем возможность работать с крупнейшими компаниями страны и филиалами международных компаний, ведущих бизнес в разных отраслях.</p> <p><strong>Наша цель </strong></p> <p>Анализировать, менять и автоматизировать бизнес-процессы компаний за счет внедрения электронного документооборота.</p> <p>У наших клиентов разные учетные системы: 1С, SAP, Axapta, Navision и др. Мы умеем интегрироваться с любыми.</p> <p>Если вы имеете опыт технического менеджмента, внедрения или разработки, отличите xml от xslt, понимаете, как в целом работают сетевые протоколы, готовы на экспертном уровне разговаривать с ИТ-директорами и бухгалтерами крупных компаний — добро пожаловать к нам в команду!</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Проводить presale-встречи вместе с коллегами из отделов продаж и вести переговоры на уровнях ИТ-директоров, бухгалтеров, руководителей проектов, аналитиков, системных архитекторов, разработчиков</li> <li>Анализировать существующие бизнес-процессы и ИТ-инфраструктуру клиента, прояснять требования заказчика</li> <li>Проектировать целевую архитектуру решения и согласовывать ее со всеми участниками процесса со стороны заказчика и с нашей стороны (в том числе с командами разработки)</li> <li>Ставить задачи для команд разработки, следить за выполнением, управлять ожиданиями заказчика по срокам</li> <li>Самостоятельно (или с помощью отделов внедрений) настраивать и тестировать интеграционные решения</li> <li>Контролировать реализацию проектов внедрения на всех этапах</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Высшее техническое образование</li> <li>Практический опыт работы руками (работа внедренцем, разработчиком, системным администратором, инженером, архитектором, DBA и т. д.)</li> <li>Умение и желание общаться с продвинутыми программистами и аналитиками, бухгалтерами и продавцами, топ-менеджерами предприятий</li> <li>Преимуществом будет понимание механизмов учета (товарного, бухгалтерского) в любой ERP-системе, английский язык, опыт работы с 1С или SAP, понимание принципов работы ЭДО</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Возможность стать экспертом на стремительно развивающемся рынке электронного документооборота</li> <li>Интересные и сложные проекты, высокий уровень самостоятельности</li> <li>Работу в успешной компании в профессиональном коллективе</li> <li>Хороший соцпакет (ДМС, обеды) и официальное оформление с белой зарплатой</li> </ul>"
157;"<strong>Обязанности:</strong> <ul> <li>проведение работ по подключению, изменению технических параметров подключения и отключению Услуг клиентам Общества</li> <li>конфигурирование оборудования узлов доступа к сети Интернет</li> <li>контроль корректной работы узлов доступа к сети Интернет</li> <li>разработка и вне6дрение технических решений для организации Услуг</li> <li>ликвидация простоев предоставления Услуг</li> <li>разрабатывать инструкции по работе с программами, оформлять необходимую документацию</li> <li>поддержание работоспособности оборудования узлов доступа к сети Интернет Филиала, совокупность которых обеспечивает предоставление услуг доступа к сети Интернет клиентам Общества</li> <li>администрировать и пользоваться средствами компьютерной и вычислительной техники, коммуникации и связи</li> <li>работать с программами Microsoft Word. Microsoft Excel,Microsoft Outlook. Microsoft Visio, Internet, электронный документооборот Эвридок</li> </ul> <strong>Требования:</strong> <ul> <li>высшее образование</li> <li>специальность: Автоматизация и управление. Информационные системы. Вычислительная техника и программное обеспечение. Математическое и компьютерное моделирование.</li> <li>стаж работы по специальности не менее 1 года</li> <li>знать принципы работы, технические характеристики, конструктивные особенности, используемых технических средств, материалов и их свойства</li> <li><strong>Условия:</strong></li> <li>5-дневная рабочая неделя, 8-часовой рабочий день;</li> <li>дружный, позитивный молодой коллектив;</li> <li>работу в комфортабельном офисе;</li> <li>интересные задачи и возможности для дальнейшего карьерного роста.</li> <li><strong>УБЕДИТЕЛЬНАЯ ПРОСЬБА: ВЫСЫЛАТЬ РЕЗЮМЕ ПРИ ПОЛНОМ СООТВЕТСТВИИ ТРЕБОВАНИЯМ</strong></li> </ul>"
158;"<p><strong>ECommPay IT</strong> – международная компания, с нами работают более 700 молодых специалистов в семи офисах мира, расположенных в Европе, Азии, России и странах СНГ, со штаб-квартирой в Великобритании.</p> <p>Мы даем клиентам комплексные решения по приему и обработке онлайн платежей в сфере эквайринговых решений и мобильной коммерции.</p> <p>Благодаря команде ИТ-профессионалов платежной индустрии, качественному менеджменту и собственному отлаженному производству программного обеспечения ECommPay IT помогает своим клиентам запускать новые эффективные продукты и услуги.</p> <p>Мы расширяем свою команду и ищем IOS-разработчика/Ведущего IOS-разработчика.</p> <p> </p> <p><strong>Что предстоит делать:</strong></p> <p>- Разработка и поддержка мобильной платежной системы SDK для iOS;</p> <p>- Разработка архитектуры мобильного SDK;</p> <p>- Реализация функциональности и дизайна;</p> <p>- Разработка технической документации, руководств.</p> <p> </p> <p><strong>Пожелание к нашему будущему коллеге:</strong></p> <p>-Отличное знание Swift (желательно Swift версии 4+)</p> <p>- Хорошее понимание работы UICollectionView и UITableView;</p> <p>- Хорошее понимание работы ListView;</p> <p>- Опыт организации процессов разработки, публикации и сопровождения мобильных приложений для iOS;</p> <p>- Опыт работы с Git;</p> <p>- Опыт работы с Codable;</p> <p>- Опыт работы с OKHTTP;</p> <p>- Опыт работы с Hockey/App Center;</p> <p>- Опыт работы с Fabric;</p> <p>- Опыт работы c Zeplin;</p> <p>- Опыт реализации межсетевого взаимодействия (HTTP / S, REST API, XML, JSON);</p> <p>- Опыт создания библиотек будет большим плюсом.</p> <p> </p> <p><strong>Что получит наш коллега:</strong></p> <p>- Удобный график работы: у нас гибкое начало дня с 8:00 до 11:00;</p> <p>- Официальное оформление;</p> <p>- Конкурентную зарплату (обсуждаем с каждым кандидатом);</p> <p>- Благоприятную среду для профессионального развития: возможность посещения профильных конференции, тренингов, заказ необходимой литературы;</p> <p>- Соц. пакет (оплата больничных, отпусков, ДМС, оплата питания и частичная оплата занятий фитнесом);</p> <p>- Отсутствие дресс-кода; свободная и позитивная атмосфера.</p> <p>-Современный офис на Краснопресненской набережной - в новом здании Центра Международной Торговли (в пешей доступности от. м. Улица 1905 года).</p> <p> </p> <p> </p> <p> </p>"
159;"<p>В Группе компаний Центр Долгового Управления, занимающей лидирующую позицию в области оказания комплекса услуг по управлению просроченной дебиторской задолженностью открыта вакансия <strong>программиста-разработчика Oracle Application Express (APEX), PL/SQL:</strong></p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка и доработка интерфейса и объектов автоматизированной системы компании в соответствии с запросами пользователей</li> <li>Разработка форм, отчетов и процедур</li> <li>Написание запросов различной сложности</li> <li>Подготовка выгрузок / загрузок из системы в форматах, требуемых сторонними СУБД, федеральными системами и для веб-служб</li> <li>Администрирование, оптимизация запросов, процедур</li> </ul> <p> </p> <p><strong>Требование к кандидатам:</strong></p> <ul> <li>Опыт разработки программного обеспечения в среде Oracle Application Express (APEX)</li> <li>Знание языка PL/SQL. Желательно базовые знания Java, JavaScript, HTML, СSS</li> <li>Опыт в настройке обмена с внешними сервисами посредством JSON, XML</li> <li>Приветствуется самостоятельная установка и настройка базы данных Oracle Application Express (APEX)</li> </ul> <p> </p> <p><strong>Вас ждет:</strong></p> <ul> <li>Дружный и молодой коллектив</li> <li>Бесценный опыт в разработке, внедрении и настройке автоматизированной системы в среде Oracle Application Express (APEX)</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li> <p>Оформление в соответствии с ТК РФ</p> </li> <li> <p>Полный рабочий день с 09:00 до 18:00 пн-пт.</p> </li> <li> <p>По договоренности возможна удаленная работа</p> </li> </ul>"
160;"<p><strong>Обязанности:</strong></p> <ul> <li> <p>Разработка решения по автоматизации с использованием технологии RPA (Robotic Process Automation);</p> </li> <li> <p>Участие в проектах по автоматизации;</p> </li> <li>Составление функциональных схем. <p> </p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее профессиональное образование, техническое / математическое направление;</li> <li>Опыт работы в данной должности не менее 1 года.</li> </ul> <p><strong>Необходимые знания и навыки:</strong></p> <ul> <li>Глубокие знания в области RPA;</li> <li>Опыт разработки RPA решений;</li> <li>Знание C# / VB.NET</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>5-ти дневная рабочая неделя, с 8.00 до 17.00;</li> <li>заработная плата = оклад + премия;</li> <li>трудоустройство по ТК РФ;</li> <li>ДМС, социальные льготы;</li> <li>офис в районе пл.им.Куйбышева.</li> </ul>"
