;Required skill
207;кипиа
208;автоматизация технологических процессов
209;бизнес-анализ
210;управление рисками
211;анализ рисков
212;ms project expert
213;pmp
214;ipma
215;prince2
216;itil
217;внедрение систем информационной безопасности
218;информационная безопасность
219;работа в команде
220;use case analysis
221;ms sql
222;xml
223;json api
224;управление проектами
225;bpmn
226;uml
227;бизнес-анализ
228;управление изменениями
229;моделирование бизнес процессов
230;управленческое консультирование
231;информационные технологии
232;деловая коммуникация
233;планирование
234;управление разработкой
235;uml
236;bpmn
237;управление проектами
238;бизнес-анализ
239;разработка технических заданий
240;scad
241;управление проектами
242;ms sharepoint
243;sap erp
244;ms sql
245;erp
246;c++
247;компас-3d
248;ms visual studio
249;c/c++
250;delphi
251;пуско-наладочные работы
252;ввод в эксплуатацию
253;работа с базами данных
254;базы данных
255;autocad
256;autocad
257;проектирование
258;mdm
259;нси
260;s4hana
261;нормативно-справочная информация
262;mdg
263;грамотность
264;первичная документация
265;ведение документации
266;организаторские навыки
267;разработка технических заданий
268;подготовка коммерческих предложений
269;проектная документация
270;контроль исполнения  решений
271;деловое общение
272;управленческие навыки
273;проектирование
274;3 группа по электробезопасности
275;бизнес-анализ
276;управление рисками
277;командообразование
278;java
279;разработка по
280;teamleading
281;руководство командой разработчиков
282;python
283;администрирование серверов linux
284;linux
285;bash
286;postgresql
287;офисная техника
288;пользователь пк
289;планирование карьеры
290;ms dos
291;autocad
292;3d
293;проектирование
294;реинжиниринг бизнес-процессов
295;ms visio
296;erp systems
297;1с: документооборот
298;разработка инструкций
299;scad
300;ms visual studio
301;microsoft visual studio
302;ms office
303;активные продажи
304;холодные продажи
305;b2b продажи
306;проведение презентаций
307;работа с большим объемом информации
308;tcp/ip
309;администрирование сетевого оборудования
310;проектирование лвс
311;информационные технологии
312;windows 7
313;оптимизация бизнес-процессов
314;аналитические исследования
315;разработка регламентов
316;анализ бизнес показателей
317;бизнес-анализ
318;знание нормативной документации по разделам эом сс
319;1с программирование
320;1с: ух
321;1с: управление холдингом
322;erp-системы на базе 1с
323;1с: управление предприятием
324;erp
325;rest
326;soap
327;системная интеграция
328;анализ кода
329;обновление конфигурации 1с
330;управление холдингом 13
331;архитектура типовых решений 1с
332;разработка на языке 1с
333;автоматизация
334;автоматизация процессов
335;технические решения
336;техническая документация
337;тестирование
338;ведение переговоров
339;разработка технических заданий
340;zabbix
341;знание windows-платформ
342;системы мониторинга сетей
343;монтаж инженерных систем
344;электрические системы и слаботочные системы
345;слаботочные системы
346;системы пожарной безопасности
347;системы видеонаблюдения
348;управление проектами
349;ms project
350;ms powerpoint
351;подготовка презентаций
352;финансовая отчетность
353;обучение и развитие
354;разработка технических заданий
355;adobe photoshop
356;проектирование пользовательских интерфейсов
357;графические редакторы
358;adobe illustrator
359;adobe indesign
360;веб-дизайн
361;креативность
362;мобильность
363;творческое мышление
364;postgresql
365;sql
366;etl
367;создание пользовательского интерфейса по
368;quality assurance
369;тестирование по
370;проектирование печатных плат
371;программирование
372;методика описания тестирования
373;тест-план
374;1с: зарплата и управление персоналом
375;1с программирование
376;1с: бухгалтерия
377;sql
378;1с: предприятие 8
379;ведение переговоров
380;проектно-конструкторская деятельность
381;компас-3d
382;сапр
383;проведение семинаров
384;заключение договоров
385;css
386;html
387;ui
388;css3
389;html5
390;git
391;javascript
392;rest
393;redux
394;информационная безопасность
395;sap
396;ms visio
397;информационные технологии
398;управление рисками
399;желательно знание как минимум одного из продуктов: wincc
400;html
401;javascript
402;react
403;git
404;gulp
405;simatic pcs 7
406;erp 2
407;vue
408;webpack
409;step 7
410;nodejs
411;css
412;react
413;разработка и реализация it-стратегии компании
414;организация it инфраструктуры для обеспечения бесперебойной работы всех процессов компании
415;анализ трендов по цифровизации и их прикладное использование для бизнес-процессов компании
416;внедрение и сопровождение всех программных продуктов
417;разработка внедрение и сопровождение политики информационной безопасности
418;оперативное управление департаментом
419;формирование годовых и оперативных планов подразделения подготовка отчетов
420;управление it-бюджетом
421;организация закупок it
422;образование - высшее профильное
423;общий стаж в it - не менее 7 лет опыт работы на должности директора департамента it 3 года
424;опыт успешной разработки и внедрения программных продуктов в тч erp в торгового-производственных компаниях
425;знания подходов и технологий в области цифровизации
426;успешный опыт внедрения цифровых проектов и решений
427;базовое понимание основных языков разработки
428;прагматичный подход к решению задач пунктуальность ответственность стрессоустойчивость коммуникабельность способность быстро воспринимать новые идеи и знания
429;поддержка рабочих мест копировально-множительной техники систем акс/вкс
430;консультирование пользователей по телефону электронной почте
431;выявление ошибок на пользовательских компьютерах программного обеспечения восстановление работоспособности системы при сбоях и выходе из строя ит-оборудования
432;подготовка и выдача новых рабочих мест модернизация текущих
433;работа с заявками в системе helpdesk
434;выполнение регламентных sla
435;высшее техническое образование со специализацией в области информационных технологий автоматизированных систем управления системного анализа 
436;обязательно: 
437;знание ос windows и офисного программного обеспечения на уровне опытного пользователя
438;знание основ функционирования и построения лвс
439;навыки диагностики и устранения неисправности пк комплектующих и оргтехники
440;участие в проектах внедрения решений аскон
441;участие в проведении обследования проектных организаций на предмет текущей автоматизации работ участие в формировании предложений по автоматизации проектной организации
442;реализация уникальных проектных решений под задачи заказчика
443;участие в разработке технической документации по проекту внедрения
444;установка и настройка конфигурации по аскон по техническому заданию
445;обучение сотрудников проектных организаций работе в автоматизированных системах
446;техническое сопровождение работы сотрудников проектных организаций в автоматизированных системах
447;высшее или среднее техническое образование
448;опыт работы в проектной организации или it-компании автоматизирующей процессы проектных организаций (не менее 2 лет)
449;знание принципов администрирования ос windows работы и администрирования информационно-вычислительных сетей (домены права доступа пользователи)
450;понимание порядка исполнения работ в проектной организации
451;хорошо развитые коммуникативные способности
452;готовность к командировкам
453;обучение за счет компании
454;взаимодействие с бизнес пользователями функциональными заказчиками сбор требований на автоматизацию бизнес-процессов
455;анализ требований принятие решений о технической реализации требований оценка технической реализации требований предлагаемой подрядчиками
456;проработка технических решений и оценка влияния планируемых изменений ит архитектуры на действующие информационные системы
457;формирование функциональных требований запросов на изменения постановка задачи разработчикам
458;оценка и утверждение трудоемкости разработок сроков разработки с учетом необходимости доработки смежных компонент и их резервирования
459;контроль соблюдения правил разработки критериев оценки качества работы подрядчиков методик оценки трудозатрат по своему направлению
460;контроль качества выполнения разработок внешними подрядчиками в рамках управления изменениями и внедрения новых решений
461;участие в тестировании приемо-сдаточных испытаниях (нагрузочных регрессионных тестированиях)
462;разбор технических проблем которые не смогли быть решены в рамках стандартных процедур участие в расследовании критических инцидентов поиск корневых проблем контроль их устранения
463;высшее техническое или инженерное образование со специализацией в области информационных технологий автоматизированных систем управления системного анализа
464;процессов управления архитектурой и контроля качества внедрения информационных систем
465;основных механизмов платформы 1с предприятие 83
466;бизнес-процессов инжиниринговых строительных компаний
467;методологии idef epc uml bpmn 20
468;управления требованиями
469;формирование требований к автоматизации бизнес-процессов строительных компаний
470;исследования и анализа данных
471;моделирования процессов
472;проектирования ис
473;управления тестированием и внедрением
474;разработки пользовательских инструкций
475;практический опыт внедрения систем управления на базе платформы 1с в строительных компаниях
476;блоки учета: строительство складская логистика транспортная логистика регламентированный и управленческий учет
477;формирования требований к автоматизации бизнес-процессов строительных или проектных организаций
478;моделирования и реинжиниринга бизнес-процессов
479;деловые коммуникации с функциональными заказчиками и ит подрядчиками
480;обязательно: word excel powerpoint и visio
481;разработка и согласование концепции цели и основных этапов проектам ( национальная система маркировки и прослеживаемости товаров) 
482;реализация проекта в согласованные сроки в рамках выделенного бюджета и с требуемым уровнем качества
483;ведение документации по проектам
484;разработка методических документов материалов для представления в федеральные органы исполнительной власти
485;оперативное и стратегическое планирование реализации проекта создания по
486;определение возможности использования готовых программных продуктов
487;подготовка и проведение презентаций
488;подготовка и внесение изменений в проекты
489;подготовка и систематическое ведение отчетных документов о работе проекта: протоколов встреч реестров задач справок для руководства пр
490;выявление рисков грозящих проекту организация мероприятий по их устранению или минимизации влияния
491;контроль выполнения задач внешними и внутренними участниками проекта
492;подтвержденный опыт участия в создании и/или развитии крупных инженерных или it-проектов приветствуется опыт руководства такими проектами или отдельными направлениями таких проектов 
493;умение структурирования и систематизации больших объемов информации 
494;опыт проведения встреч на уровне вторых лиц международных компаний 
495;опыт в подготовке отчетных документов понимание правил и опыт ведения документооборота 
496;грамотная устная и письменная речь 
497;приветствуется знание английского языка 
498;приветствуются знания методологий проектирования и разработки по 
499;приветствуются знания методологии финансового и бухгалтерского учета налогового учета производственного учета процессов бюджетирования 
500;приветствуются знания логистических и товарных операций 
501;обеспечение высокого уровня покрытия для функционального и регрессивного тестирования
502;участие в составе scrum-команды в формировании пользовательских историй и определении критериев принятия пользователем и ключевых сценариев тестирования
503;автоматизация функционального тестирования в спринте и поддержка регрессионных пакетов
504;применение лучших отраслевых практик обеспечение обмена знаниями для решения сложных бизнес-задач реализация решений беспрецендентных задач
505;отслеживание обеспечения ценности бизнеса с помощью надежных инженерных методов и принципов
506;образование – высшее техническое
507;опыт работы от 2 лет
508;отличное знание английского языка
509;желателен опыт тесной работы с командой разработчиков на java
510;разработка разделов тз и документов трп
511;размещение оборудования контроль поступления и сборки организация испытаний и последующей отгрузки
512;формирование отчетов по исполнению проекта учет трудозатрат по проектам
513;участие в изучении причин отказов и нарушений в работе оборудования возникновении несоответствий при исполнении проекта фиксация и ведение базы данных
514;формирование организация согласования и подписания технических актов по этапам исполнения проектов
515;участие в разработке технических решений при исполнении проекта а также создание новых продуктов и решений для более полного удовлетворения потребностей заказчика
516;разработка нестандартных приложений для интеграции систем автоматизации
517;продвижение систем асу тп компании yokogawa (плк / кип)
518;опыт работы в сфере промышленной автоматизации (обязательно)
519;опыт создания конфигурирования и внедрения автоматизированных систем управления
520;знания схемотехники электротехнических устройств
521;опыт работы с оборудованием yokogawa приветствуется
522;знание методических и нормативных материалов по вопросам организации асу тп
523;общие знания плк (программируемые логические контроллеры) и языков программирования
524;по: microsoft office visio power point
525;документация: гост пб фнип
526;владение английским языком на уровне pre-intermediate (чтение технической литературы деловая переписка)
527;умение планировать и распределять работу
528;внимательность к деталям
529;рациональный подход к решению задач
530;ответственность
531;инициативность
532;самостоятельность
533;образование: высшее
534;знание ин языков: английский приветствуется но не обязательно
535;опыт работы: участие в построении web интерфейсов опыт координации их реализации
536;профессиональные компетенции: понимание современных технологий в построении web систем хорошие навыки управления сложными проектами и опыт внедрения этих проектов умение работать с большими объемами данных и аналитикой
537;личные качества: коммуникативные способности системное мышление умение налаживать и поддерживать конструктивные отношения публичность
538;обеспечивать своевременную реализацию обучения сотрудников корпоративных продаж согласованным срокам централизованных и локальных проектов
539;анализировать влияние проведенного обучения на целевые показатели продаж/ поддержки продаж b2b
540;участвовать в кросс-функциональных проектах компании для развития инструментов обучения
541;обеспечивать выполнение поручений своего руководителя и руководства компании
542;понимание принципов организации разработки и технической поддержки информационных систем в группе компаний
543;обязательны знания жизненного цикла разработки и сопровождения по
544;широкий технический кругозор: знание основных продуктов и решений на рынке it (вычислительная и сетевая инфраструктура схд иб облачные сервисы виртуализация devops развёртывание и поддержка сред программные инфраструктурные решения решения в области управления и мониторинга
545;опыт работы продакт-менеджером от 3-ех лет действующий продукт - web-решение или платформа-агрегатор
546;минимум ошибок в период запуска программного продукта в опытную эксплуатацию
547;управление вверенными проектами автоматизации бизнес-процессов компании
548;составление и согласование проектной документации (анкета проекта тз кпг) участие в защите проекта
549;постановка и контроль выполнения задач участниками проекта
550;поиск программных средств автоматизации бизнес-процесса проекта
551;переговоры с вендорами поставщиками услуг автоматизации
552;проектирование новых информационных систем: модель данных функциональная модель техническое задание
553;организация разработки информационных систем участие в первичном тестировании
554;планировать деятельность подразделения
555;обеспечение разработки и внедрения rpa решений
556;моделирование rpa решений
557;выявление требований к rpa решениям
558;согласование промежуточных и финальных результатов проекта rpa
559;анализ ис процессов на возможность взаимодействия с ними rpa решения
560;согласование возможности применения rpa решений в ис роботизируемого процесса
561;осуществление методологической и консультационной поддержки заказчика на протяжении проекта rpa
562;организация тестирования и проведение опытной эксплуатации реализованного роботизированного процесса
563;опыт работы в кредитной / финансовой организации / консалтинге / ит компании не менее 3 лет
564;опыт руководящей работы не менее 1 года
565;опыт внедрения rpa в банках / финансовых организациях / других отраслях
566;опыт разработки документов: бизнес-требования функциональные требования техническое задание технико-экономическое обоснование
567;знание основ проектного управления основ банковской деятельности банковских процессов / банковских информационных систем
568;образование: высшее экономическое / техническое
569;позитивную рабочую атмосферу дружный коллектив
570;контроль проведения работ по бесперебойной и технически правильной эксплуатации и техническому обслуживанию средств комплексной автоматизации контрольно-измерительных приборов сопровождением программного обеспечения асутп систем противопожарной защиты
571;участие в приемочных испытаниях комплексном опробовании объектов завершенных капитальным строительством контроль пуско-наладочных работ в части систем автоматизации систем противопожарной защиты
572;анализ причин отказов асутп систем противопожарной защиты
573;обеспечение ведения статистической отчетности по автоматизированным системам в зоне своей ответственности
574;выполнение требований законодательных и иных нормативных правовых актов рф контроль соблюдения лнд компании и общества в области асутп и кип
575;высшее образование по направлению асу тп
576;опыт работы по направлению деятельности не менее 3-х лет
577;знание видов программного обеспечения асутп
578;знание архитектуры и принципов построения и работы систем асутп
579;знание промышленных сетей и протоколов передачи данных
580;опыт работы с приборами кипиа различных производителей
581;анализ и описание бизнес-процессов проекта по созданию информационно-аналитической системы
582;формирование функциональных требований к системе
583;контроль (ведение) выполняемых работ по проекту
584;методологическая поддержка проекта
585;подготовка документации по сопровождению процесса реализации проекта
586;высшее образование (техническое/математическое) выпускники вузов учащиеся последних курсов
587;уверенные пользователь пк и ms office (обязательны знания: ms word ms excel ms outlook ms visio ms power point ms project)
588;опыт описания бизнес-процессов навыки написания sql-запросов – как дополнительное преимущество
589;управление проектами (интеграция разработка сопровождение внедрение по) в государственном или коммерческом секторе
590;работа с заказчиком от стадии пресейла до реализации и закрытия проекта
591;участие в выборе подрядчиков контроль работы подрядных организаций
592;умение проводить презентации и защищать результаты проекта у заказчика
593;формирование проектной команды
594;выстраивание коммуникаций в проекте
595;управление рамками бюджетом и ресурсами проекта
596;отслеживание рисками проекта
597;контроль разработанных решений согласно требованиям
598;планирование и контроль исполнения работ
599;ведение проектной документации и отчетности по проекту
600;защита результатов проекта у заказчика
601;участие в процессе разработки по в рамках работ по проектам
602;ресурсное и календарное планирование проекта / группы проектов 
603;участие по необходимости в пресейлах компании (оценка сроков подготовка кп ресурсное планирование) 
604;успешный опыт реализации проектов (не менее 3-х лет и не менее 3-х проектов) по интеграции разработке сопровождению и внедрению программного обеспечения в финансовой и банковской сфере
605;знание проектных технологий
606;опыт составления проектной и технической документации
607;аналитические способности
608;навыки делового общения
609;стремление к саморазвитию и освоению новых технологий
610;ответственность коммуникабельность инициативность нацеленность на результат наличие организаторских способностей
611;понимание принципов современной разработки по (девопс микросервисная архитектура)
612;разработка информационного математического и программного обеспечения (scada и/или plc) систем управления
613;макетирование и тестирование оборудования и программного обеспечения на стенде
614;выполнение пуско-наладочных работ на объекте заказчика
615;оформление результатов разработки в соответствии с гост серий 19хххх 24хххх 34хххх
616;высшее техническое 
617;желателен стаж не менее 3-ех лет в подобной должности/ сфера асутп 
618;желателен технический английский но не обязателен 
619;уверенный пользователь 
620;умение работать в команде 
621;конфигурирование оборудования/сервера после обновления по ремонта замены контроллеров
622;взаимодействие с инженером по ремонтам
623;взаимодействие с диспетчерами
624;высшее техническое образование в области асу тп
625;общая компьютерная грамотность знание офисных пакетов
626;понимание принципов автоматизации технологических процессов знание основ программирования
627;внести ощутимый вклад в развитие крупного программного продукта erp действительно уникального не имеющего аналогов своей области
628;реализация бизнес-логики на уровне базы данных
629;анализ и оптимизация работы базы данных
630;принципы проектирования баз данных
631;знание sql
632;опыт работы с любой реляционной базой данных (ms sql server oracle postgresql и тп)
633;проведение работ по подключению изменению технических параметров подключения и отключению услуг клиентам общества
634;конфигурирование оборудования узлов доступа к сети интернет
635;контроль корректной работы узлов доступа к сети интернет
636;разработка и вне6дрение технических решений для организации услуг
637;ликвидация простоев предоставления услуг
638;разрабатывать инструкции по работе с программами оформлять необходимую документацию
639;поддержание работоспособности оборудования узлов доступа к сети интернет филиала совокупность которых обеспечивает предоставление услуг доступа к сети интернет клиентам общества
640;администрировать и пользоваться средствами компьютерной и вычислительной техники коммуникации и связи
641;работать с программами microsoft word microsoft excelmicrosoft outlook microsoft visio internet электронный документооборот эвридок
642;высшее образование
643;специальность: автоматизация и управление информационные системы вычислительная техника и программное обеспечение математическое и компьютерное моделирование
644;стаж работы по специальности не менее 1 года
645;знать принципы работы технические характеристики конструктивные особенности используемых технических средств материалов и их свойства
646;распределение работы среди смежных отделов
647;контроль выполнения работы
648;общение а так же ведение деловой переписки с заказчиком и подрядчиком
649;знание законодательных нормативно-правовых и нормативных актов норм и правил регламентирующих разработку и внедрение асутп
650;знание технических экономических экологических требований предъявляемых к асутп
651;организация производственного планирования
652;координация всех участников проекта
653;проведение регулярных совещаний с внешними участниками проекта по ходу реализации проекта
654;анализ финансовых показателей по проекту
655;подготовка решений которые повлияют на сроки и затраты по проекту
656;контроль сдачи результатов работ в эксплуатацию
657;высшее образование
658;знание основ функционирования и построения асутп кипиа
659;опыт модернизации или внедрения систем асутп
660;опыт контроля работы подрядчиков по строительной части (заливка фундаментов простые общестроительные работы) а так же по монтажу технологического оборудования (трубопроводы насосы котельное оборудование)
661;ведение переговоров решение конфликтных ситуаций
662;взаимодействие с подрядчиками/поставщиками
663;администрирование договоров организация документооборота по договору
664;планирование и контроль исполнения работ по проекту
665;уверенное пользование компьютером (word excel internet почтовые программы)
666;работа с пакетами по управлению проектами (ms project/ primavera иные)
667;организация и проведение совещаний
668;разработка проектной документации автоматизация и диспетчеризация инженерного оборудования здания промышленных и гражданских объектов (овик вк эом аскуэ)
669;проведение необходимых расчетов
670;подбор оборудования
671;прохождение экспертизы проектов
672;проведение авторского надзора работа с ген и субподрядными организациями
673;высшее инженерное образование
674;опыт работы в сфере проектирования от 3-х
675;знание нормативных документов сп пуэ
676;отличные навыки владения пк (autocad ms office)
677;анализ текущих архитектурных решений определение проблемных мест проектирование изменений
678;подбор оценка и обоснование выбора стека технологий для решаемых задач
679;определение требований к хранению и передаче данных между компонентами
680;участие в создании прототипов разработке критически важных участков кода и алгоритмов контроле качества кода
681;оценка обучение и консультирование разработчиков
682;командная работа в рамках проектного управления
683;опыт в должности системного архитектора или руководителя команды разработки от 1 года
684;опыт работы в области разработки по не менее 5 лет
685;знание принципов и паттернов проектирования умение применять их на практике
686;приветствуется творческий подход к решению задач
687;умение искать компромиссы нести ответственность за принятые решения
688;аналитический склад ума способность к абстрактному мышлению
689;опыт разработки технической документации
690;опыт реального использования enterprise architect
691;опыт разработки на платформе 1с различных версий от 77 до 8* - является плюсом
692;пунктуальность коммуникабельность внимательность ответственность работоспособность исполнительность нацеленность на результат
693;обучение пользователей
694;подготовка и настройка программного обеспечение
695;подготовка аналитических отчетов о качестве работы
696;контроль исполнения поставленных задач региональным сотрудникам
697;коммуникабельность
698;уверенный пользователь пк и знание основ систем наладки
699;навыки работы с power point photoshop
700;приветствуются навыки программирования и работы с mysql
701;управление назначенными проектами в сфере коммерческой деятельности
702;описание и оптимизация бизнес-процессов
703;написание технических заданий на основе требований бизнеса способствующих оптимизации и автоматизации процессов
704;взаимодействие и консультация разработчиков по процессам
705;осуществление изменений в ис на соответствие требованиям
706;контроль и сопровождение внедрения ис и новых процессов
707;взаимодействие с сотрудниками бизнес-подразделений по возможностям автоматизации и оптимизации процессов
708;создание необходимой документации по проектам и процессам
709;высшее математическое или экономическое образование
710;знание стек технологий microsoft (включая sql framework net office exchange и тд) itil itsm шаблоны проектирования методологии ведения проектов и описания процессов
711;знать предметную области: коммерция (ценообразование работа с поставщиками документооборот управление ассортиментом) финансы бухгалтерия
712;системное администрирование и техническая поддержка головного офиса и подразделений организации
713;обеспечение стабильности функционирования парка пк серверов оргтехники специализированного оборудования и телефонии
714;обеспечение качественного и бесперебойного сопровождения работы пользователей
715;обеспечение бесперебойной работы ит-сервисов в зоне ответственности
716;устранение и участие в устранении нарушений в функционировании сервисов систем и серверов
717;оптимизация производительности и безопасности сервисов систем и серверов
718;высшее техническое образование
719;стаж работы от 2-х лет в аналогичной должности либо от 10 системным администратором
720;базовое знание windows и основных сервисов - ad dhcp dns iis wsus и тд
721;знать все что касается настройки и работы с пользовательскими ос (win 7 10)
722;настройка proxy подключение сетевого диска и тп
723;эцп сертификаты крипто-про и прочее
724;иметь представление об 1с
725;знание основ сетевого взаимодействия компьютеров вычислительной сети и общих принципы работы каналов передачи данных
726;опыт работы в качестве консультант / бизнес-аналитика от 3 лет
727;оконченное высшее образование (технический / экономический / it профиль)
728;опыт работы с инструментами описания и реинжиниринга бизнес-процессов: visio aris и тд
729;знание методологий описания бизнес-процессов (epc idef0 dfd aris bpmn и др)
730;предпочтительно наличие опыта сфере финансов страхования или ритейле
731;командный игрок работа в качестве аналитика на проектах является преимуществом
732;умение диагностировать проблему и находить оптимальные пути решения
733;способность к анализу поступающих требований
734;владение пк и пакетов основных офисных программ на уровне продвинутого пользователя
735;развитые навыки коммуникации и умение отстаивать свою позицию
736;аналитический склад ума ответственный подход к работе и нацеленность на результат
737;описание и формализация бизнес-процессов (проведение интервью с бизнес - пользователями анализ и систематизация полученных сведений)
738;анализ и реинжиниринг действующих бизнес-процессов в компании
739;оформление бизнес-требований к доработкам / разработкам it-систем / модулей
740;формирование тестовых сценариев и проведение тестирования функционала it-систем
741;написание пользовательских тест-кейсов программы и методики испытаний информационных систем/модулей
742;написание регламентных документов (рабочие инструкции руководства пользователей инструкции)
743;оформление презентации и подготовка отчетов
744;высшее техническое образование инженера кипиа
745;опыт работы проектирования в нефтегазовой отрасли от 1-2 лет
746;знание норм и стандартов рк
747;уверенное владение autocad 3d и ms office
748;опыт участия в инфраструктурных проектах
749;знание английского языка
750;заключение договоров и приобретение программного и аппаратного обеспечения комплектующих и тп контроль исполнения договорных отношений с поставщиками 
751;контроль ит бюджета в рамках курируемых договоров 
752;взаимодействие со смежными подразделениями и внешними компаниями в рамках деятельности отдела 
753;контроль работы по автоматизации банковских приложений 
754;исполнение поручений руководства 
755;взаимодействие с заказчиками и исполнителями согласование проектной технической документации
756;аналитика исходных данных мастер-систем и построение маппингов
757;разработка стандартов проектирования кхд
758;оптимизация структуры данных
759;разработка моделей данных хранилищ данных проектирование логической модели витрин
760;участие в активностях по разработке физической модели и реализации витрин данных
761;участие в подготовке и утверждении целевой архитектуры хранилищ данных и связанных решений
762;верификация существующих спецификаций/алгоритмов/маппингов
763;поиск и привлечение новых клиентов
764;проведение презентации и переговоров
765;составление коммерческих предложении
766;обслуживание клиентов компании
767;холодные звонки
768;выполнение плана по продажам
769;опыт в продажах не менее 6 месяцев
770;умение работать в коллективе
771;коммуникабельность
772;быстро обучаемость
773;умение работать с холодными звонками
774;умение вести переговоры и презентации
775;телефонные переговоры
776;навыки продаж
777;пользователь пк
778;поиск новых клиентов
779;деловое общение
780;внедрение конфигурации 1с:erp на предприятиях группы компаний
781;участие в разработке архитектуры проектных решений после обсуждения задач с бизнес-заказчиком
782;выстраивание работы и взаимодействий внутренней команды разработки и сопровождения системы 1с:erp
783;взаимодействие с внешними подрядчиками по автоматизации бизнес-процессов на базе платформы 1с
784;непосредственное программирование ключевых разработок в рамках проекта (минимально)
785;ведение проекта на всех стадиях:
786;в перспективе - ведение проектов по внедрению других систем на платформе 1с 8
787;наставничество по ряду направлений развития для программистов
788;профильное высшее образование
789;подтвержденный опыт внедрения 1с:erp на производственном предприятии в качестве руководителя проекта или архитектора
790;знание основных подсистем 1с:erp 24 и предметных областей (производственный учет торгово-складской учет расчет зарплаты и кадровый учет бухгалтерский и налоговый учет)
791;портфолио отдельных выполненных проектов где кандидат принимал участие как рп или архитектор
792;опыт использования по для организации работы на проекте и учета артефактов проекта (ms project devprom redmine jira confluence и тп)
793;опыт программирования на платформе 83 (нужно будет показать одну из выполненных разработок или пройти внутреннее тестирование) в том числе кандидат должен обладать опытом ведения коллективной разработки
794;высокая коммуникабельность и клиентоориентированность при взаимодействии с бизнес-заказчиком
795;умение выявлять реальные потребности бизнеса и предлагать оптимальные ит-решения для этих задач
796;умение организовывать и мотивировать команду
797;желание и умение работать в команде не индивидуалист! высокий уровень самоорганизации инициативности активности ориентации на результат обучаемости
798;сбор и анализ бизнес-требований их формализация в функциональные и технические задания с согласованием
